,CBSA Code,Date,AQI,Category,Defining Parameter,Number of Sites Reporting,city_ascii,state_id,state_name,lat,lng,population,density,timezone
55614,17020,13/09/2021,89,Moderate,PM2.5,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55615,17020,14/09/2021,112,Unhealthy for Sensitive Groups,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55616,17020,15/09/2021,84,Moderate,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55617,17020,16/09/2021,71,Moderate,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55618,17020,17/09/2021,74,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55619,17020,18/09/2021,37,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55620,17020,19/09/2021,35,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55621,17020,20/09/2021,38,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55622,17020,21/09/2021,58,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55623,17020,22/09/2021,58,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55624,17020,23/09/2021,75,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55625,17020,24/09/2021,110,Unhealthy for Sensitive Groups,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55626,17020,25/09/2021,60,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55627,17020,26/09/2021,43,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55628,17020,27/09/2021,34,Good,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55629,17020,28/09/2021,34,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55630,17020,29/09/2021,37,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55631,17020,30/09/2021,44,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55632,17020,01/10/2021,64,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55633,17020,02/10/2021,54,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55634,17020,03/10/2021,53,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55635,17020,04/10/2021,57,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55636,17020,05/10/2021,61,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55637,17020,06/10/2021,35,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55638,17020,07/10/2021,42,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55639,17020,08/10/2021,36,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55640,17020,09/10/2021,38,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55641,17020,10/10/2021,44,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55642,17020,11/10/2021,51,Moderate,PM10,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55643,17020,12/10/2021,31,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55644,17020,13/10/2021,36,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55645,17020,14/10/2021,34,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55646,17020,15/10/2021,52,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55647,17020,16/10/2021,54,Moderate,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55648,17020,17/10/2021,50,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55649,17020,18/10/2021,32,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55650,17020,19/10/2021,38,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55651,17020,20/10/2021,30,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55652,17020,21/10/2021,26,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55653,17020,22/10/2021,33,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55654,17020,23/10/2021,31,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55655,17020,24/10/2021,36,Good,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55656,17020,25/10/2021,32,Good,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55657,17020,26/10/2021,28,Good,Ozone,3,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55658,17020,27/10/2021,30,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55659,17020,28/10/2021,35,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55660,17020,29/10/2021,55,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55661,17020,30/10/2021,30,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55662,17020,31/10/2021,31,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55663,17020,01/11/2021,50,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55664,17020,02/11/2021,33,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55665,17020,03/11/2021,37,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55666,17020,04/11/2021,31,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55667,17020,05/11/2021,40,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55668,17020,06/11/2021,46,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55669,17020,07/11/2021,31,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55670,17020,08/11/2021,47,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55671,17020,09/11/2021,35,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55672,17020,10/11/2021,39,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55673,17020,11/11/2021,46,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55674,17020,12/11/2021,62,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55675,17020,13/11/2021,44,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55676,17020,14/11/2021,55,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55677,17020,15/11/2021,39,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55678,17020,16/11/2021,53,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55679,17020,17/11/2021,64,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55680,17020,18/11/2021,79,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55681,17020,19/11/2021,62,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55682,17020,20/11/2021,33,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55683,17020,21/11/2021,54,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55684,17020,22/11/2021,65,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55685,17020,23/11/2021,42,Good,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55686,17020,24/11/2021,37,Good,Ozone,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55687,17020,25/11/2021,74,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55688,17020,26/11/2021,63,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
55689,17020,27/11/2021,63,Moderate,PM2.5,4,Chico,CA,California,39.7578,-121.8161,113201,1116,America/Los_Angeles
